"VK-Auftrag";"VK-Position";"VK";"Lieferadresse";"KundeName";"Tour";"MengeTotal";"ArtikelNr";"ArtikelBezeichnung";"ProduktlinieID";"ProduktlinieBezeichnung";"ArtikelGruppe_ID";"ArtikelgruppeBezeichnung";"Geplanter_Liefertermin";"Geplantes_WE_ Datum";"Gewicht_Einzel";"Gewicht_Total";"Betrag";"Wechselkurs";"Produktionsauftrag";"ZollPosition_Nr";"ZollPosition_Bezeichnung"
"300011768";10;"300011768-10";"Richter + Frenzel GmbH + Co.KG, Gobietstr. 5, DE-34123 Kassel";"Richter + Frenzel Kassel";"R&F";1.00;"SP00097067704500 0001                          ";"ABF Kunstharz neo.2 1200mm";"77";"neo.2";300;"Abstellflächen Kunstharz";01.09.2011 00:00:00;01.09.2011 00:00:00;10.00;10.00;195.39;0.76;"970041525";;
"300011768";11;"300011768-11";"Richter + Frenzel GmbH + Co.KG, Gobietstr. 5, DE-34123 Kassel";"Richter + Frenzel Kassel";"R&F";1.00;"SP00097067724500 0001                          ";"Unterbau neo.2 1200mm";"77";"neo.2";310;"Unterschränke";01.09.2011 00:00:00;01.09.2011 00:00:00;30.00;30.00;669.97;0.76;;"9403.6000";"Holzmöbel"
"300011768";12;"300011768-12";"Richter + Frenzel GmbH + Co.KG, Gobietstr. 5, DE-34123 Kassel";"Richter + Frenzel Kassel";"R&F";1.00;"SP00097067730301 0001                          ";"Seitenschrank neo.2 350 mm";"77";"neo.2";370;"Seitenschränke";01.09.2011 00:00:00;01.09.2011 00:00:00;32.00;32.00;376.65;0.76;;"9403.6000";"Holzmöbel"
"300011769";10;"300011769-10";"Richter + Frenzel GmbH + Co.KG, Bleicherstr. 36, DE-87437 Kempten";"Richter + Frenzel Kempten";"R&F";1.00;"3000117697112500 0001                          ";"Lichtspiegel Siina 1000mm";"71";"Siina";340;"Spiegelwände";02.09.2011 00:00:00;02.09.2011 00:00:00;0.00;0.00;445.50;0.76;"960041958";"7009.9190";"Glasspiegel"
"300011805";10;"300011805-10";"Bagar, Carl von Linde Str. 4b, DE-85748 Garching-Hochbrück";"Richter + Frenzel Landshut-Ergoldin";"R&F";1.00;"SP00096656120200 0001                          ";"Unterbau Noto 1840mm";"61";"Noto";310;"Unterschränke";26.08.2011 00:00:00;01.09.2011 00:00:00;68.00;68.00;0.00;0.76;;"9403.6000";"Holzmöbel"
"300011807";10;"300011807-10";"Richter + Frenzel GmbH + CO. KG, Kronacherstrasse 100, DE-96052 Bamberg";"Richter + Frenzel Bamberg";"R&F";1.00;"SP00096765920500 0001                          ";"Unterschrank MyStyle 790 mm";"59";"MyStyle / cubito";310;"Unterschränke";01.09.2011 00:00:00;01.09.2011 00:00:00;31.00;31.00;382.30;0.76;;"9403.6000";"Holzmöbel"
"300011807";20;"300011807-20";"Richter + Frenzel GmbH + CO. KG, Kronacherstrasse 100, DE-96052 Bamberg";"Richter + Frenzel Bamberg";"R&F";1.00;"3000118075940500 0001                          ";"Spiegelschrank MyStyle 900 mm";"59";"MyStyle / cubito";330;"Spiegelschränke";01.09.2011 00:00:00;01.09.2011 00:00:00;29.00;29.00;448.68;0.76;;"9403.6000";"Holzmöbel"
"300011807";30;"300011807-30";"Richter + Frenzel GmbH + CO. KG, Kronacherstrasse 100, DE-96052 Bamberg";"Richter + Frenzel Bamberg";"R&F";1.00;"3000118077732301 0001                          ";"Seitenschrank neo.2 350 mm";"77";"neo.2";370;"Seitenschränke";01.09.2011 00:00:00;01.09.2011 00:00:00;37.00;37.00;265.07;0.76;;"9403.6000";"Holzmöbel"
"300011808";10;"300011808-10";"Richter + Frenzel GmbH + Co.KG, Benzstrasse 1, DE-63741 Aschaffenburg";"Richter + Frenzel Aschaffenburg";"R&F";1.00;"SP00097016120100 0001                          ";"Unterbau Noto 1200mm";"61";"Noto";310;"Unterschränke";02.09.2011 00:00:00;02.09.2011 00:00:00;65.00;65.00;681.27;0.76;;"9403.6000";"Holzmöbel"
"300011808";11;"300011808-11";"Richter + Frenzel GmbH + Co.KG, Benzstrasse 1, DE-63741 Aschaffenburg";"Richter + Frenzel Aschaffenburg";"R&F";1.00;"SP00097016131202 0001                          ";"Seitenschrank Noto 450mm";"61";"Noto";370;"Seitenschränke";02.09.2011 00:00:00;02.09.2011 00:00:00;64.00;64.00;365.35;0.76;;"9403.6000";"Holzmöbel"
"300011820";10;"300011820-10";"Richter + Frenzel GmbH + CO. KG, Donaustrasse 125, DE-90451 Nürnberg";"Richter + Frenzel Nürnberg";"R&F";1.00;"SP00097617730301 0001                          ";"Seitenschrank neo.2 350 mm";"77";"neo.2";370;"Seitenschränke";01.09.2011 00:00:00;01.09.2011 00:00:00;32.00;32.00;280.60;0.76;;"9403.6000";"Holzmöbel"
"300011820";20;"300011820-20";"Richter + Frenzel GmbH + CO. KG, Donaustrasse 125, DE-90451 Nürnberg";"Richter + Frenzel Nürnberg";"R&F";1.00;"3000118207708300 0001                          ";"77 Glaswaschtisch 900mm";"77";"neo.2";306;"Mineralgusswaschtische";01.09.2011 00:00:00;01.09.2011 00:00:00;23.00;23.00;548.50;0.76;"970041620";"7324.9021";"Sanitärartikel"
"300011820";21;"300011820-21";"Richter + Frenzel GmbH + CO. KG, Donaustrasse 125, DE-90451 Nürnberg";"Richter + Frenzel Nürnberg";"R&F";1.00;"3000118207722300 0001                          ";"Unterbau neo.2 900 mm";"77";"neo.2";310;"Unterschränke";01.09.2011 00:00:00;01.09.2011 00:00:00;35.00;35.00;468.22;0.76;;"9403.6000";"Holzmöbel"
"300011820";22;"300011820-22";"Richter + Frenzel GmbH + CO. KG, Donaustrasse 125, DE-90451 Nürnberg";"Richter + Frenzel Nürnberg";"R&F";1.00;"3000118207728200 0001                          ";"Rollboy neo.2 900 mm";"77";"neo.2";310;"Unterschränke";01.09.2011 00:00:00;01.09.2011 00:00:00;30.00;30.00;337.57;0.76;;"9403.6000";"Holzmöbel"
"300011820";23;"300011820-23";"Richter + Frenzel GmbH + CO. KG, Donaustrasse 125, DE-90451 Nürnberg";"Richter + Frenzel Nürnberg";"R&F";1.00;"3000118207741700 0001                          ";"Spiegelschrank neo.2 900 mm";"77";"neo.2";330;"Spiegelschränke";01.09.2011 00:00:00;01.09.2011 00:00:00;31.00;31.00;625.71;0.76;;"9403.6000";"Holzmöbel"
"300011826";10;"300011826-10";"Richter + Frenzel Gmbh + Co. KG, Heisenbergstrasse 40, DE-50169 Kerpen- Türnich";"Richter + Frenzel Kerpen-Türnich";"R&F";1.00;"3000118267700400 0001                          ";"ABF Vollkunstharz neo.2 1200mm";"77";"neo.2";304;"Abstellflächen Vollkunstharz";25.08.2011 00:00:00;25.08.2011 00:00:00;18.00;18.00;500.47;0.76;"970041362";;
"300011826";11;"300011826-11";"Richter + Frenzel Gmbh + Co. KG, Heisenbergstrasse 40, DE-50169 Kerpen- Türnich";"Richter + Frenzel Kerpen-Türnich";"R&F";1.00;"3000118267722400 0001                          ";"Unterbau neo.2 1200mm";"77";"neo.2";310;"Unterschränke";25.08.2011 00:00:00;25.08.2011 00:00:00;40.00;40.00;687.86;0.76;"980170405";"9403.6000";"Holzmöbel"
"300011826";12;"300011826-12";"Richter + Frenzel Gmbh + Co. KG, Heisenbergstrasse 40, DE-50169 Kerpen- Türnich";"Richter + Frenzel Kerpen-Türnich";"R&F";1.00;"3000118267730602 0001                          ";"Seitenschrank neo.2 450 mm";"77";"neo.2";370;"Seitenschränke";25.08.2011 00:00:00;25.08.2011 00:00:00;36.00;36.00;418.08;0.76;;"9403.6000";"Holzmöbel"
"300011842";10;"300011842-10";"Richter + Frenzel GmbH + CO. KG, Donaustrasse 125, DE-90451 Nürnberg";"Richter + Frenzel Nürnberg";"R&F";1.00;"3000118426010000 0001                          ";"Waschtischplatte KH 1800mm";"60";"Nara";300;"Abstellflächen Kunstharz";25.08.2011 00:00:00;25.08.2011 00:00:00;18.00;18.00;261.77;0.76;"970041312";;
"300011842";11;"300011842-11";"Richter + Frenzel GmbH + CO. KG, Donaustrasse 125, DE-90451 Nürnberg";"Richter + Frenzel Nürnberg";"R&F";1.00;"3000118426088000 0001                          ";"Konsole";"90";"Neutrale Artikel";398;"Möbeleinzelteile";25.08.2011 00:00:00;25.08.2011 00:00:00;3.00;3.00;32.96;0.76;"980170206";;
"300011842";12;"300011842-12";"Richter + Frenzel GmbH + CO. KG, Donaustrasse 125, DE-90451 Nürnberg";"Richter + Frenzel Nürnberg";"R&F";1.00;"3000118426022300 0001                          ";"Unterschrank Nara 900 mm";"60";"Nara";310;"Unterschränke";25.08.2011 00:00:00;25.08.2011 00:00:00;24.00;24.00;499.53;0.76;"980170207";"9403.6000";"Holzmöbel"
"300011844";10;"300011844-10";"Richter + Frenzel GmbH + Co.KG, Emil-Richter-Str. 1, DE-94036 Passau";"Richter + Frenzel Passau";"F-R&F";1.00;"SP00096947708300 0001                          ";"77 Glaswaschtisch 900mm";"77";"neo.2";306;"Mineralgusswaschtische";25.08.2011 00:00:00;25.08.2011 00:00:00;23.00;23.00;548.50;0.76;"970041481";"7324.9021";"Sanitärartikel"
"300011844";11;"300011844-11";"Richter + Frenzel GmbH + Co.KG, Emil-Richter-Str. 1, DE-94036 Passau";"Richter + Frenzel Passau";"F-R&F";1.00;"SP00096947722300 0001                          ";"Unterbau neo.2 900 mm";"77";"neo.2";310;"Unterschränke";25.08.2011 00:00:00;25.08.2011 00:00:00;35.00;35.00;548.03;0.76;"980171118";"9403.6000";"Holzmöbel"
"300011844";12;"300011844-12";"Richter + Frenzel GmbH + Co.KG, Emil-Richter-Str. 1, DE-94036 Passau";"Richter + Frenzel Passau";"F-R&F";1.00;"SP00096947732501 0001                          ";"Seitenschrank neo.2 450 mm";"77";"neo.2";370;"Seitenschränke";25.08.2011 00:00:00;25.08.2011 00:00:00;47.00;47.00;478.82;0.76;;"9403.6000";"Holzmöbel"
"300011844";13;"300011844-13";"Richter + Frenzel GmbH + Co.KG, Emil-Richter-Str. 1, DE-94036 Passau";"Richter + Frenzel Passau";"F-R&F";1.00;"SP00096947732602 0001                          ";"Seitenschrank neo.2 450 mm";"77";"neo.2";370;"Seitenschränke";25.08.2011 00:00:00;25.08.2011 00:00:00;47.00;47.00;478.82;0.76;;"9403.6000";"Holzmöbel"
"300011844";14;"300011844-14";"Richter + Frenzel GmbH + Co.KG, Emil-Richter-Str. 1, DE-94036 Passau";"Richter + Frenzel Passau";"F-R&F";1.00;"SP00096947730602 0001                          ";"Seitenschrank neo.2 450 mm";"77";"neo.2";370;"Seitenschränke";25.08.2011 00:00:00;25.08.2011 00:00:00;36.00;36.00;425.61;0.76;;"9403.6000";"Holzmöbel"
"300011844";20;"300011844-20";"Richter + Frenzel GmbH + Co.KG, Emil-Richter-Str. 1, DE-94036 Passau";"Richter + Frenzel Passau";"F-R&F";1.00;"SP00096957740700 0001                          ";"Spiegelschrank neo.2 900 mm";"77";"neo.2";330;"Spiegelschränke";25.08.2011 00:00:00;25.08.2011 00:00:00;29.00;29.00;509.42;0.76;"980171124";"9403.6000";"Holzmöbel"
"300011847";10;"300011847-10";"Richter + Frenzel GmbH + CO. KG, Donaustrasse 125, DE-90451 Nürnberg";"Richter + Frenzel Nürnberg";"R&F";1.00;"3000118477704400 0001                          ";"ABF Kunstharz neo.2 1200mm";"77";"neo.2";300;"Abstellflächen Kunstharz";25.08.2011 00:00:00;25.08.2011 00:00:00;10.00;10.00;146.89;0.76;"970041463";;
"300011847";11;"300011847-11";"Richter + Frenzel GmbH + CO. KG, Donaustrasse 125, DE-90451 Nürnberg";"Richter + Frenzel Nürnberg";"R&F";1.00;"3000118477724400 0001                          ";"Unterbau neo.2 1200mm";"77";"neo.2";310;"Unterschränke";25.08.2011 00:00:00;25.08.2011 00:00:00;21.00;21.00;314.50;0.76;"980170895";"9403.6000";"Holzmöbel"
"300011847";12;"300011847-12";"Richter + Frenzel GmbH + CO. KG, Donaustrasse 125, DE-90451 Nürnberg";"Richter + Frenzel Nürnberg";"R&F";1.00;"3000118477763103 0001                          ";"Lichtspiegel neo.2 1200mm";"77";"neo.2";340;"Spiegelwände";25.08.2011 00:00:00;25.08.2011 00:00:00;31.00;31.00;750.48;0.76;"960042240";"7009.9190";"Glasspiegel"
"300011847";20;"300011847-20";"Richter + Frenzel GmbH + CO. KG, Donaustrasse 125, DE-90451 Nürnberg";"Richter + Frenzel Nürnberg";"R&F";1.00;"3000118475920500 0001                          ";"Unterschrank MyStyle 790 mm";"59";"MyStyle / cubito";310;"Unterschränke";25.08.2011 00:00:00;31.08.2011 00:00:00;31.00;31.00;462.34;0.76;"980170896";"9403.6000";"Holzmöbel"
"300011863";10;"300011863-10";"Richter + Frenzel GmbH + Co.KG, Breitungerstrasse 1, DE-36100 Petersberg b. Fulda";"Richter + Frenzel Fulda";"R&F";1.00;"3000118638420400 0001                          ";"Unterbau MyStar 960 mm";"84";"MyStar";310;"Unterschränke";19.08.2011 00:00:00;19.08.2011 00:00:00;35.50;35.50;463.75;0.76;"980170100";"9403.6000";"Holzmöbel"
"300011863";11;"300011863-11";"Richter + Frenzel GmbH + Co.KG, Breitungerstrasse 1, DE-36100 Petersberg b. Fulda";"Richter + Frenzel Fulda";"R&F";1.00;"3000118638431202 0001                          ";"Hochschrank MyStar 400mm";"84";"MyStar";370;"Seitenschränke";19.08.2011 00:00:00;19.08.2011 00:00:00;30.00;30.00;305.56;0.76;"980170101";"9403.6000";"Holzmöbel"
"300011863";12;"300011863-12";"Richter + Frenzel GmbH + Co.KG, Breitungerstrasse 1, DE-36100 Petersberg b. Fulda";"Richter + Frenzel Fulda";"R&F";1.00;"3000118638430100 0001                          ";"Hochschrank MyStar 350mm";"84";"MyStar";370;"Seitenschränke";19.08.2011 00:00:00;19.08.2011 00:00:00;26.00;26.00;264.60;0.76;"980170102";"9403.6000";"Holzmöbel"
"300011863";20;"300011863-20";"Richter + Frenzel GmbH + Co.KG, Breitungerstrasse 1, DE-36100 Petersberg b. Fulda";"Richter + Frenzel Fulda";"R&F";1.00;"3000118635940700 0001                          ";"Spiegelschrank MyStyle 1000mm";"59";"MyStyle / cubito";330;"Spiegelschränke";19.08.2011 00:00:00;19.08.2011 00:00:00;32.00;32.00;475.52;0.76;"980170104";"9403.6000";"Holzmöbel"
"300011874";10;"300011874-10";"Richter + Frenzel GmbH + Co.KG, Ernst-Frenzel-Str. 4, DE-93083 Obertraubling";"Richter + Frenzel Regensburg-Obertr";"R&F";1.00;"SP00096858420400 0001                          ";"Unterbau MyStar 960 mm";"84";"MyStar";310;"Unterschränke";02.09.2011 00:00:00;02.09.2011 00:00:00;35.50;35.50;415.26;0.76;;"9403.6000";"Holzmöbel"
"300011874";20;"300011874-20";"Richter + Frenzel GmbH + Co.KG, Ernst-Frenzel-Str. 4, DE-93083 Obertraubling";"Richter + Frenzel Regensburg-Obertr";"R&F";1.00;"3000118745940700 0001                          ";"Spiegelschrank MyStyle 1000mm";"59";"MyStyle / cubito";330;"Spiegelschränke";02.09.2011 00:00:00;08.09.2011 00:00:00;32.00;32.00;475.52;0.76;;"9403.6000";"Holzmöbel"
"300011874";30;"300011874-30";"Richter + Frenzel GmbH + Co.KG, Ernst-Frenzel-Str. 4, DE-93083 Obertraubling";"Richter + Frenzel Regensburg-Obertr";"R&F";1.00;"3000118747732301 0001                          ";"Seitenschrank neo.2 350 mm";"77";"neo.2";370;"Seitenschränke";02.09.2011 00:00:00;08.09.2011 00:00:00;37.00;37.00;265.07;0.76;;"9403.6000";"Holzmöbel"
"300011874";31;"300011874-31";"Richter + Frenzel GmbH + Co.KG, Ernst-Frenzel-Str. 4, DE-93083 Obertraubling";"Richter + Frenzel Regensburg-Obertr";"R&F";1.00;"3000118747734000 0001                          ";"Auszugschrank neo.2 225 mm";"77";"neo.2";370;"Seitenschränke";02.09.2011 00:00:00;08.09.2011 00:00:00;58.00;58.00;816.86;0.76;;"9403.6000";"Holzmöbel"
"300011875";10;"300011875-10";"Richter + Frenzel GmbH + CO. KG, Carl-Jordan-Str. 10, DE-83059 Kolbermoor";"Richter + Frenzel Kolbermoor";"R&F";1.00;"3000118756345600 0001                          ";"63Lichtspiegel 600 mm";"63";"Vita";399;"Möbeleinheit";31.08.2011 00:00:00;06.09.2011 00:00:00;11.00;11.00;216.67;0.76;;;
"300011876";10;"300011876-10";"Richter + Frenzel GmbH + Co. KG, Leitenäckerweg 6, DE-97084 Würzburg";"Richter + Frenzel Würzburg";"R&F";1.00;"SP00096445930100 0001                          ";"Seitenschrank MyStyle 450mm";"59";"MyStyle / cubito";370;"Seitenschränke";06.09.2011 00:00:00;12.09.2011 00:00:00;26.00;26.00;334.28;0.76;;"9403.6000";"Holzmöbel"
"300011876";20;"300011876-20";"Richter + Frenzel GmbH + Co. KG, Leitenäckerweg 6, DE-97084 Würzburg";"Richter + Frenzel Würzburg";"R&F";1.00;"3000118765920400 0001                          ";"Unterschrank MyStyle 590 mm";"59";"MyStyle / cubito";310;"Unterschränke";06.09.2011 00:00:00;12.09.2011 00:00:00;26.00;26.00;350.76;0.76;;"9403.6000";"Holzmöbel"
"300011876";21;"300011876-21";"Richter + Frenzel GmbH + Co. KG, Leitenäckerweg 6, DE-97084 Würzburg";"Richter + Frenzel Würzburg";"R&F";1.00;"3000118765931101 0001                          ";"Seitenschrank MyStyle 410mm";"59";"MyStyle / cubito";370;"Seitenschränke";06.09.2011 00:00:00;12.09.2011 00:00:00;30.00;30.00;306.97;0.76;;"9403.6000";"Holzmöbel"
"300011876";22;"300011876-22";"Richter + Frenzel GmbH + Co. KG, Leitenäckerweg 6, DE-97084 Würzburg";"Richter + Frenzel Würzburg";"R&F";1.00;"3000118765940500 0001                          ";"Spiegelschrank MyStyle 900 mm";"59";"MyStyle / cubito";330;"Spiegelschränke";06.09.2011 00:00:00;12.09.2011 00:00:00;29.00;29.00;448.68;0.76;;"9403.6000";"Holzmöbel"
"300011877";10;"300011877-10";"Richter + Frenzel GmbH + CO. KG, Stauffenbergstr. 5-9, DE-86161 Augsburg";"Richter + Frenzel Augsburg";"R&F";1.00;"3000118777704600 0001                          ";"ABF Kunstharz neo.2 1500mm";"77";"neo.2";300;"Abstellflächen Kunstharz";19.08.2011 00:00:00;19.08.2011 00:00:00;12.00;12.00;252.83;0.76;"970041310";;
"300011877";11;"300011877-11";"Richter + Frenzel GmbH + CO. KG, Stauffenbergstr. 5-9, DE-86161 Augsburg";"Richter + Frenzel Augsburg";"R&F";1.00;"3000118777723600 0001                          ";"Unterbau neo.2 1500mm";"77";"neo.2";310;"Unterschränke";19.08.2011 00:00:00;19.08.2011 00:00:00;65.00;65.00;907.26;0.76;"980170189";"9403.6000";"Holzmöbel"
"300011877";12;"300011877-12";"Richter + Frenzel GmbH + CO. KG, Stauffenbergstr. 5-9, DE-86161 Augsburg";"Richter + Frenzel Augsburg";"R&F";1.00;"3000118777730602 0001                          ";"Seitenschrank neo.2 450 mm";"77";"neo.2";370;"Seitenschränke";19.08.2011 00:00:00;19.08.2011 00:00:00;36.00;36.00;386.54;0.76;"980170190";"9403.6000";"Holzmöbel"
"300011877";20;"300011877-20";"Richter + Frenzel GmbH + CO. KG, Stauffenbergstr. 5-9, DE-86161 Augsburg";"Richter + Frenzel Augsburg";"R&F";1.00;"3000118775920300 0001                          ";"Unterschrank MyStyle 540 mm";"59";"MyStyle / cubito";310;"Unterschränke";19.08.2011 00:00:00;25.08.2011 00:00:00;23.00;23.00;408.19;0.76;"980170191";"9403.6000";"Holzmöbel"
"300011877";21;"300011877-21";"Richter + Frenzel GmbH + CO. KG, Stauffenbergstr. 5-9, DE-86161 Augsburg";"Richter + Frenzel Augsburg";"R&F";1.00;"3000118775920400 0001                          ";"Unterschrank MyStyle 590 mm";"59";"MyStyle / cubito";310;"Unterschränke";19.08.2011 00:00:00;25.08.2011 00:00:00;26.00;26.00;423.73;0.76;"980170192";"9403.6000";"Holzmöbel"
"300011878";10;"300011878-10";"Richter + Frenzel GmbH + Co.KG, Gobietstr. 5, DE-34123 Kassel";"Richter + Frenzel Kassel";"R&F";1.00;"SP00096907704300 0001                          ";"ABF Kunstharz neo.2 900 mm";"77";"neo.2";300;"Abstellflächen Kunstharz";01.09.2011 00:00:00;08.09.2011 00:00:00;7.00;7.00;148.31;0.76;"970041473";;
"300011878";11;"300011878-11";"Richter + Frenzel GmbH + Co.KG, Gobietstr. 5, DE-34123 Kassel";"Richter + Frenzel Kassel";"R&F";1.00;"SP00096907724300 0001                          ";"Unterbau neo.2 900 mm";"77";"neo.2";310;"Unterschränke";01.09.2011 00:00:00;08.09.2011 00:00:00;18.00;18.00;362.05;0.76;;"9403.6000";"Holzmöbel"
"300011879";10;"300011879-10";"Richter + Frenzel GmbH + Co.KG, Emil-Richter-Str. 1, DE-94036 Passau";"Richter + Frenzel Passau";"R&F";1.00;"SP00097795930100 0001                          ";"Seitenschrank MyStyle 410mm";"59";"MyStyle / cubito";370;"Seitenschränke";06.09.2011 00:00:00;06.09.2011 00:00:00;26.00;26.00;291.90;0.76;;"9403.6000";"Holzmöbel"
"300011880";10;"300011880-10";"Richter + Frenzel GmbH + Co.KG, Ernst-Frenzel-Str. 4, DE-93083 Obertraubling";"Richter + Frenzel Regensburg-Obertr";"R&F";1.00;"3000118806010000 0001                          ";"Waschtischplatte KH 1220mm";"60";"Nara";300;"Abstellflächen Kunstharz";25.08.2011 00:00:00;25.08.2011 00:00:00;12.00;12.00;188.04;0.76;"970041364";;
"300011880";11;"300011880-11";"Richter + Frenzel GmbH + Co.KG, Ernst-Frenzel-Str. 4, DE-93083 Obertraubling";"Richter + Frenzel Regensburg-Obertr";"R&F";2.00;"3000118806088000 0001                          ";"Konsole";"90";"Neutrale Artikel";398;"Möbeleinzelteile";25.08.2011 00:00:00;25.08.2011 00:00:00;3.00;6.00;65.91;0.76;"980170409";;
"300011880";20;"300011880-20";"Richter + Frenzel GmbH + Co.KG, Ernst-Frenzel-Str. 4, DE-93083 Obertraubling";"Richter + Frenzel Regensburg-Obertr";"R&F";1.00;"3000118806010000 0002                          ";"Waschtischplatte KH 1200mm";"60";"Nara";300;"Abstellflächen Kunstharz";25.08.2011 00:00:00;25.08.2011 00:00:00;12.00;12.00;185.50;0.76;"970041365";;
"300011880";21;"300011880-21";"Richter + Frenzel GmbH + Co.KG, Ernst-Frenzel-Str. 4, DE-93083 Obertraubling";"Richter + Frenzel Regensburg-Obertr";"R&F";2.00;"3000118806088000 0002                          ";"Konsole";"90";"Neutrale Artikel";398;"Möbeleinzelteile";25.08.2011 00:00:00;25.08.2011 00:00:00;3.00;6.00;65.91;0.76;"980170410";;
"300011881";10;"300011881-10";"Richter + Frenzel GmbH + CO. KG, Kronacherstrasse 100, DE-96052 Bamberg";"Richter + Frenzel Bamberg";"R&F";1.00;"3000118818927300 0001                          ";"Unterbau iCon / Modul X 1150mm";"89";"iCon / Modul X";310;"Unterschränke";02.09.2011 00:00:00;08.09.2011 00:00:00;0.00;0.00;607.82;0.76;;"9403.6000";"Holzmöbel"
"300011881";20;"300011881-20";"Richter + Frenzel GmbH + CO. KG, Kronacherstrasse 100, DE-96052 Bamberg";"Richter + Frenzel Bamberg";"R&F";2.00;"SP00096980001                                  ";"Wandtablar 900/150 mm";"991";"SPEZ Abstellflächen";300;"Abstellflächen Kunstharz";02.09.2011 00:00:00;08.09.2011 00:00:00;0.00;0.00;240.11;0.76;"970041491";;
"300011882";10;"300011882-10";"Richter + Frenzel GmbH + Co.KG, Hessenring 25, DE-64572 Büttelborn";"Richter + Frenzel Büttelborn";"R&F";1.00;"SP00097326120100 0001                          ";"Unterbau Noto 1080mm";"61";"Noto";310;"Unterschränke";02.09.2011 00:00:00;02.09.2011 00:00:00;65.00;65.00;656.22;0.76;;"9403.6000";"Holzmöbel"
"300011882";20;"300011882-20";"Richter + Frenzel GmbH + Co.KG, Hessenring 25, DE-64572 Büttelborn";"Richter + Frenzel Büttelborn";"R&F";1.00;"3000118826142300 0001                          ";"Spiegelschrank Noto 900 mm";"61";"Noto";330;"Spiegelschränke";02.09.2011 00:00:00;02.09.2011 00:00:00;36.00;36.00;628.53;0.76;;"9403.6000";"Holzmöbel"
"300011882";30;"300011882-30";"Richter + Frenzel GmbH + Co.KG, Hessenring 25, DE-64572 Büttelborn";"Richter + Frenzel Büttelborn";"R&F";2.00;"SP00097320001                                  ";"Wandtablar  520 x140mm";"991";"SPEZ Abstellflächen";300;"Abstellflächen Kunstharz";02.09.2011 00:00:00;02.09.2011 00:00:00;0.00;0.00;225.05;0.76;"970041564";;
"300011883";10;"300011883-10";"Richter + Frenzel GmbH + Co.KG, Bleicherstr. 36, DE-87437 Kempten";"Richter + Frenzel Kempten";"R&F";1.00;"SP00096818430100 0001                          ";"Hochschrank MyStar 350mm";"84";"MyStar";370;"Seitenschränke";02.09.2011 00:00:00;02.09.2011 00:00:00;26.00;26.00;291.43;0.76;;"9403.6000";"Holzmöbel"
"300011883";20;"300011883-20";"Richter + Frenzel GmbH + Co.KG, Bleicherstr. 36, DE-87437 Kempten";"Richter + Frenzel Kempten";"R&F";1.00;"3000118838420400 0001                          ";"Unterbau MyStar 960 mm";"84";"MyStar";310;"Unterschränke";02.09.2011 00:00:00;02.09.2011 00:00:00;35.50;35.50;377.59;0.76;;"9403.6000";"Holzmöbel"
"300011883";30;"300011883-30";"Richter + Frenzel GmbH + Co.KG, Bleicherstr. 36, DE-87437 Kempten";"Richter + Frenzel Kempten";"R&F";1.00;"SP00096815940500 0001                          ";"Spiegelschrank MyStyle 900 mm";"59";"MyStyle / cubito";330;"Spiegelschränke";02.09.2011 00:00:00;07.09.2011 00:00:00;29.00;29.00;508.95;0.76;;"9403.6000";"Holzmöbel"
"300011884";10;"300011884-10";"Richter + Frenzel GmbH + CO. KG, Industriestr. 18 a, DE-84030 Landshut-Ergolding";"Richter + Frenzel Landshut-Ergoldin";"R&F";1.00;"SP00096405925100 0001                          ";"Unterschrank MyStyle 410 mm";"59";"MyStyle / cubito";310;"Unterschränke";23.08.2011 00:00:00;23.08.2011 00:00:00;12.00;12.00;225.52;0.76;"980170533";"9403.6000";"Holzmöbel"
"300011885";10;"300011885-10";"Richter + Frenzel Gmbh + Co. KG, Heisenbergstrasse 40, DE-50169 Kerpen- Türnich";"Richter + Frenzel Kerpen-Türnich";"R&F";1.00;"3000118856024000 0001                          ";"Rollboy Nara 450 mm";"60";"Nara";310;"Unterschränke";25.08.2011 00:00:00;25.08.2011 00:00:00;27.00;27.00;524.01;0.76;"980170202";"9403.6000";"Holzmöbel"
"300011886";10;"300011886-10";"Richter + Frenzel GmbH + CO. KG, Kronacherstrasse 100, DE-96052 Bamberg";"Richter + Frenzel Bamberg";"R&F";1.00;"3000118869324200 0001                          ";"Unterbau Vero / Modul X 1150mm";"93";"Vero / Modul X";310;"Unterschränke";24.08.2011 00:00:00;30.08.2011 00:00:00;0.00;0.00;542.19;0.76;"980170203";"9403.6000";"Holzmöbel"
"300011887";10;"300011887-10";"Richter + Frenzel GmbH + CO. KG, Kronacherstrasse 100, DE-96052 Bamberg";"Richter + Frenzel Bamberg";"R&F";1.00;"3000118877732301 0001                          ";"Seitenschrank neo.2 350 mm";"77";"neo.2";370;"Seitenschränke";25.08.2011 00:00:00;25.08.2011 00:00:00;37.00;37.00;265.07;0.76;;"9403.6000";"Holzmöbel"
"300011887";11;"300011887-11";"Richter + Frenzel GmbH + CO. KG, Kronacherstrasse 100, DE-96052 Bamberg";"Richter + Frenzel Bamberg";"R&F";1.00;"3000118877740800 0001                          ";"Spiegelschrank neo.2 1200mm";"77";"neo.2";330;"Spiegelschränke";25.08.2011 00:00:00;25.08.2011 00:00:00;37.00;37.00;484.94;0.76;"980170205";"9403.6000";"Holzmöbel"
